ID,Group,Feature_1,Feature_2,Feature_3
D722,A,2397.94,394.03,5228.05
D723,C,2536.79,397.58,-2135.45
D724,B,2422.90,426.92,4843.48
D725,A,2200.00,400.41,4612.83
D726,B,2322.56,433.48,4643.26
D727,B,2313.44,398.43,4618.01
D728,A,2748.66,420.51,6142.73
D729,C,2662.53,375.17,-2298.77
D730,B,2617.45,402.30,5229.34
D731,A,2398.93,376.23,5313.49
D732,B,2336.84,412.67,4669.13
D733,C,2398.50,381.81,-2014.30
D734,A,2289.62,404.26,4870.94
D735,C,2800.00,395.77,-2397.38
D736,B,2200.00,382.63,4412.87
D737,C,2612.80,375.71,-2243.14
D738,C,2243.09,392.33,-1857.80
D739,B,2479.13,426.11,4953.72
D740,A,2302.40,395.60,4939.44
D741,B,2264.47,413.76,4503.17
D742,A,2271.96,399.14,4807.76
D743,A,2800.00,413.15,6335.47
D744,C,2473.40,372.60,-2103.50
D745,C,2346.86,393.95,-1929.29
D746,A,2611.16,414.24,5767.64
D747,A,2502.07,397.55,5510.51
D748,A,2644.01,398.70,5919.57
D749,B,2200.00,393.54,4395.91
D750,C,2560.72,417.24,-2159.12
D751,C,2654.54,404.46,-2244.48
D752,C,2200.00,400.66,-1797.41
D753,A,2589.64,409.65,5724.53
D754,C,2800.00,408.82,-2366.23
D755,C,2497.03,403.19,-2104.73
D756,A,2664.28,423.21,5874.51
D757,C,2634.11,399.10,-2249.57
D758,B,2358.50,404.17,4716.03
D759,A,2507.95,390.36,5591.20
D760,C,2200.00,402.25,-1790.92
D761,B,2409.74,423.82,4818.10
D762,A,2553.14,390.35,5710.68
D763,B,2644.62,383.00,5274.71
D764,B,2504.92,414.95,5005.12
D765,C,2644.00,397.77,-2245.21
D766,C,2279.42,401.44,-1876.79
D767,C,2479.66,399.32,-2098.70
D768,C,2503.86,401.19,-2098.74
D769,B,2800.00,412.76,5603.35
D770,C,2457.17,387.41,-2074.28
D771,A,2400.20,384.82,5276.52
D772,A,2504.27,401.27,5488.64
D773,B,2316.18,375.90,4614.60
D774,C,2538.55,379.40,-2157.53
D775,A,2426.99,428.00,5132.95
D776,C,2200.00,411.36,-1788.78
D777,C,2488.28,399.85,-2078.36
D778,A,2436.49,418.57,5214.54
D779,A,2200.00,384.39,4644.32
D780,C,2486.57,395.27,-2093.12
D781,A,2797.87,409.35,6341.08
D782,A,2604.26,413.36,5743.17
D783,B,2622.39,407.69,5255.57
D784,C,2231.70,361.88,-1888.76
D785,A,2595.38,385.48,5861.67
D786,A,2529.69,407.16,5572.13
D787,B,2605.81,394.66,5204.11
D788,B,2584.53,438.10,5174.72
D789,B,2228.04,413.90,4467.68
D790,A,2491.72,408.37,5435.83
D791,C,2348.43,383.25,-1973.40
D792,C,2489.98,399.47,-2099.03
D793,A,2320.52,403.62,4952.39
D794,C,2762.49,416.92,-2338.47
D795,C,2328.21,413.22,-1924.43
D796,C,2320.21,415.49,-1918.83
D797,C,2514.92,386.14,-2144.15
D798,A,2284.58,421.18,4767.77
D799,B,2415.07,379.29,4829.32
D800,A,2334.01,391.96,5070.54
